taxa,shapefile present,n occurences,date downloaded,Family,BONAP ID,Group
ornithopus_pinnatus,shape,5,Thu Jan 29 05:36:41 2015,Leguminosae,BP013914,10
pediomelum_reverchonii,shape,5,Thu Jan 29 00:11:18 2015,Leguminosae,BP014450,10
acacia_baileyana,shape,6,Wed Jan 28 16:33:46 2015,Leguminosae,BP000065,10
acmispon_brachycarpus,shape,6,Thu Jan 29 04:03:17 2015,Leguminosae,BP000208,10
aeschynomene_pratensis,shape,6,Wed Jan 28 16:42:02 2015,Leguminosae,BP000326,10
astragalus_agnicidus,shape,6,Wed Jan 28 17:22:56 2015,Leguminosae,BP001722,10
astragalus_albens,shape,6,Wed Jan 28 17:23:05 2015,Leguminosae,BP001724,10
astragalus_bibullatus,shape,6,Wed Jan 28 17:24:25 2015,Leguminosae,BP001760,10
astragalus_ertterae,shape,6,Wed Jan 28 17:27:35 2015,Leguminosae,BP001835,10
astragalus_gilmanii,shape,6,Wed Jan 28 17:28:24 2015,Leguminosae,BP001851,10
astragalus_jaegerianus,shape,6,Wed Jan 28 17:29:47 2015,Leguminosae,BP001878,10
astragalus_kerrii,shape,6,Wed Jan 28 17:30:03 2015,Leguminosae,BP001883,10
astragalus_nutriosensis,shape,6,Thu Jan 29 04:54:56 2015,Leguminosae,BP001937,10
baptisia_bicolor,shape,6,Wed Jan 28 17:42:13 2015,Leguminosae,BP002295,10
gleditsia_texana,shape,6,Wed Jan 28 21:12:49 2015,Leguminosae,BP009088,10
hoffmannseggia_drummondii,shape,6,Wed Jan 28 21:30:15 2015,Leguminosae,BP009826,10
lathyrus_cicera,shape,6,Wed Jan 28 22:13:05 2015,Leguminosae,BP010998,10
lupinus_constancei,shape,6,Wed Jan 28 22:49:25 2015,Leguminosae,BP011921,10
rhynchosia_swartzii,shape,6,Thu Jan 29 01:46:21 2015,Leguminosae,BP017077,10
sesbania_virgata,shape,6,Thu Jan 29 02:26:06 2015,Leguminosae,BP018550,10
vigna_caracalla,shape,6,Thu Jan 29 03:37:21 2015,Leguminosae,BP020912,10
astragalus_applegatei,shape,7,Wed Jan 28 17:23:35 2015,Leguminosae,BP001739,10
astragalus_cimae,shape,7,Wed Jan 28 17:25:35 2015,Leguminosae,BP001788,10
astragalus_inyoensis,shape,7,Thu Jan 29 04:54:39 2015,Leguminosae,BP001874,10
astragalus_leibergii,shape,7,Wed Jan 28 17:30:15 2015,Leguminosae,BP001888,10
astragalus_microcymbus,shape,7,Wed Jan 28 17:31:18 2015,Leguminosae,BP001909,10
astragalus_nutans,shape,7,Wed Jan 28 17:32:11 2015,Leguminosae,BP001936,10
calliandra_biflora,shape,7,Thu Jan 29 04:04:27 2015,Leguminosae,BP002982,10
dermatophyllum_secundiflorum,shape,7,Wed Jan 28 19:47:54 2015,Leguminosae,BP006281,10
enterolobium_contortisiliquum,shape,7,Wed Jan 28 20:17:05 2015,Leguminosae,BP007210,10
erythrina_crista-galli,shape,7,Wed Jan 28 20:25:09 2015,Leguminosae,BP008007,10
lespedeza_manniana,shape,7,Wed Jan 28 22:24:15 2015,Leguminosae,BP011249,10
lupinus_brevior,shape,7,Wed Jan 28 22:48:51 2015,Leguminosae,BP011910,10
lupinus_peirsonii,shape,7,Wed Jan 28 22:52:46 2015,Leguminosae,BP011992,10
pomaria_brachycarpa,shape,7,Thu Jan 29 00:56:52 2015,Leguminosae,BP016130,10
trifolium_tomentosum,shape,7,Thu Jan 29 03:24:02 2015,Leguminosae,BP020367,10
acacia_amentacea,shape,8,Thu Jan 29 04:11:10 2015,Leguminosae,BP020644,10
astragalus_accumbens,shape,8,Wed Jan 28 17:22:50 2015,Leguminosae,BP001717,10
astragalus_columbianus,shape,8,Wed Jan 28 17:26:06 2015,Leguminosae,BP001796,10
astragalus_piscator,shape,8,Wed Jan 28 17:33:30 2015,Leguminosae,BP001964,10
ceratonia_siliqua,shape,8,Wed Jan 28 18:47:53 2015,Leguminosae,BP004213,10
chamaecrista_pilosa,shape,8,Thu Jan 29 04:17:38 2015,Leguminosae,BP004287,10
clitoria_fragrans,shape,8,Wed Jan 28 19:07:39 2015,Leguminosae,BP004809,10
coursetia_axillaris,shape,8,Wed Jan 28 19:16:31 2015,Leguminosae,BP005168,10
laburnum_anagyroides,shape,8,Wed Jan 28 22:17:41 2015,Leguminosae,BP010892,10
lathyrus_splendens,shape,8,Wed Jan 28 22:18:38 2015,Leguminosae,BP011027,10
lupinus_crassus,shape,8,Wed Jan 28 22:49:27 2015,Leguminosae,BP011923,10
lupinus_jonesii,shape,8,Wed Jan 28 22:51:09 2015,Leguminosae,BP011956,10
lupinus_padre-crowleyi,shape,8,Wed Jan 28 22:52:38 2015,Leguminosae,BP011988,10
orophaca_proimantha,shape,8,Thu Jan 29 04:13:19 2015,Leguminosae,BP001973,10
oxytropis_nana,shape,8,Wed Jan 28 23:52:45 2015,Leguminosae,BP014039,10
pomaria_austrotexana,shape,8,Thu Jan 29 01:11:44 2015,Leguminosae,BP016129,10
psoralea_strobilina,shape,8,Thu Jan 29 05:36:39 2015,Leguminosae,BP009835,10
trifolium_bolanderi,shape,8,Thu Jan 29 03:14:30 2015,Leguminosae,BP020285,10
trifolium_retusum,shape,8,Thu Jan 29 03:22:20 2015,Leguminosae,BP020355,10
astragalus_clarianus,shape,9,Wed Jan 28 17:25:40 2015,Leguminosae,BP001789,10
astragalus_hypoxylus,shape,9,Wed Jan 28 17:29:15 2015,Leguminosae,BP001870,10
astragalus_remotus,shape,9,Wed Jan 28 17:34:27 2015,Leguminosae,BP001988,10
astragalus_riparius,shape,9,Wed Jan 28 17:25:58 2015,Leguminosae,BP001991,10
astragalus_sparsiflorus,shape,9,Wed Jan 28 17:35:48 2015,Leguminosae,BP002019,10
astragalus_toquimanus,shape,9,Wed Jan 28 17:36:43 2015,Leguminosae,BP002039,10
caesalpinia_globulorum,shape,9,Wed Jan 28 18:17:21 2015,Leguminosae,BP002927,10
desmanthus_reticulatus,shape,9,Wed Jan 28 19:52:13 2015,Leguminosae,BP006311,10
lupinus_citrinus,shape,9,Wed Jan 28 22:49:17 2015,Leguminosae,BP011917,10
lupinus_cumulicola,shape,9,Wed Jan 28 22:49:49 2015,Leguminosae,BP011926,10
melilotus_sulcatus,shape,9,Wed Jan 28 23:13:26 2015,Leguminosae,BP012582,10
mimosa_turneri,shape,9,Wed Jan 28 23:22:24 2015,Leguminosae,BP012839,10
ornithopus_sativus,shape,9,Wed Jan 28 23:49:28 2015,Leguminosae,BP013915,10
psoralea_palmeri,shape,9,Thu Jan 29 04:45:22 2015,Leguminosae,BP014446,10
rupertia_rigida,shape,9,Thu Jan 29 01:57:19 2015,Leguminosae,BP017630,10
senna_orcuttii,shape,9,Thu Jan 29 02:23:44 2015,Leguminosae,BP018517,10
tephrosia_potosina,shape,9,Thu Jan 29 03:04:13 2015,Leguminosae,BP019799,10
trifolium_cernuum,shape,9,Thu Jan 29 03:15:05 2015,Leguminosae,BP020292,10
trifolium_medium,shape,9,Thu Jan 29 03:19:15 2015,Leguminosae,BP020327,10
trifolium_thompsonii,shape,9,Thu Jan 29 03:23:55 2015,Leguminosae,BP020366,10
zornia_gemella,shape,9,Thu Jan 29 03:50:50 2015,Leguminosae,BP021354,10
astragalus_anisus,shape,10,Wed Jan 28 17:23:39 2015,Leguminosae,BP001736,10
astragalus_bernardinus,shape,10,Wed Jan 28 17:24:26 2015,Leguminosae,BP001759,10
astragalus_bicristatus,shape,10,Wed Jan 28 17:24:33 2015,Leguminosae,BP001761,10
astragalus_chloodes,shape,10,Wed Jan 28 17:25:27 2015,Leguminosae,BP001784,10
astragalus_cremnophylax,shape,10,Wed Jan 28 17:26:24 2015,Leguminosae,BP001805,10
astragalus_drabelliformis,shape,10,Wed Jan 28 17:27:07 2015,Leguminosae,BP001825,10
astragalus_loanus,shape,10,Wed Jan 28 17:30:35 2015,Leguminosae,BP001898,10
astragalus_nyensis,shape,10,Thu Jan 29 04:54:58 2015,Leguminosae,BP001940,10
astragalus_sepultipes,shape,10,Wed Jan 28 17:35:04 2015,Leguminosae,BP002003,10
cytisus_striatus,shape,10,Wed Jan 28 19:42:45 2015,Leguminosae,BP006040,10
dalea_reverchonii,shape,10,Wed Jan 28 19:46:59 2015,Leguminosae,BP006106,10
desmodium_cajanifolium,shape,10,Wed Jan 28 19:48:26 2015,Leguminosae,BP006318,10
dioclea_wilsonii,shape,10,Wed Jan 28 19:58:47 2015,Leguminosae,BP006529,10
galactia_parvifolia,shape,10,Wed Jan 28 21:02:48 2015,Leguminosae,BP008722,10
lupinus_antoninus,shape,10,Wed Jan 28 22:48:02 2015,Leguminosae,BP011896,10
lupinus_garfieldensis,shape,10,Wed Jan 28 22:50:31 2015,Leguminosae,BP011942,10
lupinus_ornatus,shape,10,Wed Jan 28 22:52:24 2015,Leguminosae,BP011986,10
lupinus_pallidus,shape,10,Wed Jan 28 22:52:39 2015,Leguminosae,BP011989,10
senna_corymbosa,shape,10,Thu Jan 29 02:19:57 2015,Leguminosae,BP018501,10
acacia_decurrens,shape,11,Wed Jan 28 16:34:33 2015,Leguminosae,BP000070,10
acmispon_maritimus,shape,11,Thu Jan 29 04:03:23 2015,Leguminosae,BP000218,10
amorpha_ouachitensis,shape,11,Wed Jan 28 17:00:58 2015,Leguminosae,BP000875,10
astragalus_amblytropis,shape,11,Wed Jan 28 17:23:13 2015,Leguminosae,BP001730,10
astragalus_aquilonius,shape,11,Wed Jan 28 17:23:47 2015,Leguminosae,BP001740,10
astragalus_camptopus,shape,11,Wed Jan 28 17:25:19 2015,Leguminosae,BP001773,10
astragalus_funereus,shape,11,Wed Jan 28 17:28:08 2015,Leguminosae,BP001845,10
astragalus_leucolobus,shape,11,Wed Jan 28 17:30:20 2015,Leguminosae,BP001894,10
astragalus_linifolius,shape,11,Wed Jan 28 17:30:34 2015,Leguminosae,BP001897,10
astragalus_panamintensis,shape,11,Wed Jan 28 17:32:56 2015,Leguminosae,BP001952,10
astragalus_shevockii,shape,11,Wed Jan 28 17:35:26 2015,Leguminosae,BP002009,10
astragalus_tricarinatus,shape,11,Wed Jan 28 17:36:48 2015,Leguminosae,BP002042,10
coursetia_glabella,shape,11,Wed Jan 28 19:10:41 2015,Leguminosae,BP005170,10
lupinus_abramsii,shape,11,Wed Jan 28 22:53:28 2015,Leguminosae,BP011884,10
lupinus_tidestromii,shape,11,Wed Jan 28 22:54:14 2015,Leguminosae,BP012022,10
acacia_auriculiformis,shape,12,Wed Jan 28 16:33:37 2015,Leguminosae,BP000064,10
astragalus_feensis,shape,12,Wed Jan 28 17:27:54 2015,Leguminosae,BP001840,10
astragalus_iodopetalus,shape,12,Wed Jan 28 17:29:46 2015,Leguminosae,BP001876,10
astragalus_lyallii,shape,12,Wed Jan 28 17:30:55 2015,Leguminosae,BP001902,10
astragalus_neomexicanus,shape,12,Wed Jan 28 17:31:54 2015,Leguminosae,BP001930,10
astragalus_subvestitus,shape,12,Wed Jan 28 17:36:10 2015,Leguminosae,BP002025,10
caesalpinia_caudata,shape,12,Wed Jan 28 18:07:25 2015,Leguminosae,BP002922,10
errazurizia_rotundata,shape,12,Wed Jan 28 20:38:38 2015,Leguminosae,BP007949,10
lupinus_alpicola,shape,12,Wed Jan 28 22:47:31 2015,Leguminosae,BP011890,10
lupinus_amphibius,shape,12,Thu Jan 29 05:30:50 2015,Leguminosae,BP011892,10
lupinus_congdonii,shape,12,Wed Jan 28 22:49:25 2015,Leguminosae,BP011920,10
lupinus_havardii,shape,12,Wed Jan 28 22:50:47 2015,Leguminosae,BP011946,10
lupinus_hyacinthinus,shape,12,Wed Jan 28 22:51:02 2015,Leguminosae,BP011953,10
lupinus_monticola,shape,12,Thu Jan 29 05:31:05 2015,Leguminosae,BP011977,10
pediomelum_subacaule,shape,12,Thu Jan 29 00:16:36 2015,Leguminosae,BP014452,10
vachellia_macracantha,shape,12,Thu Jan 29 06:14:15 2015,Leguminosae,BP020643,10
acacia_melanoxylon,shape,13,Wed Jan 28 16:35:54 2015,Leguminosae,BP000077,10
acacia_retinodes,shape,13,Wed Jan 28 16:38:00 2015,Leguminosae,BP000083,10
amorpha_roemeriana,shape,13,Wed Jan 28 17:01:40 2015,Leguminosae,BP000877,10
astragalus_consobrinus,shape,13,Wed Jan 28 17:25:56 2015,Leguminosae,BP001800,10
astragalus_curtipes,shape,13,Wed Jan 28 17:26:12 2015,Leguminosae,BP001808,10
astragalus_hornii,shape,13,Wed Jan 28 17:29:00 2015,Leguminosae,BP001865,10
astragalus_johannis-howellii,shape,13,Wed Jan 28 17:29:54 2015,Leguminosae,BP001880,10
astragalus_knightii,shape,13,Thu Jan 29 04:54:39 2015,Leguminosae,BP001884,10
astragalus_miguelensis,shape,13,Wed Jan 28 17:31:23 2015,Leguminosae,BP001912,10
astragalus_oocarpus,shape,13,Wed Jan 28 17:32:41 2015,Leguminosae,BP001945,10
astragalus_welshii,shape,13,Wed Jan 28 17:37:54 2015,Leguminosae,BP002058,10
diphysa_thurberi,shape,13,Wed Jan 28 19:55:23 2015,Leguminosae,BP006560,10
mucuna_sloanei,shape,13,Wed Jan 28 23:29:31 2015,Leguminosae,BP013101,10
orbexilum_virgatum,shape,13,Wed Jan 28 23:49:22 2015,Leguminosae,BP013826,10
trifolium_siskiyouense,shape,13,Thu Jan 29 04:35:11 2015,Leguminosae,BP020358,10
anthyllis_vulneraria,shape,14,Wed Jan 28 17:09:15 2015,Leguminosae,BP001099,10
apios_priceana,shape,14,Wed Jan 28 17:09:49 2015,Leguminosae,BP001129,10
astragalus_californicus,shape,14,Thu Jan 29 04:54:06 2015,Leguminosae,BP001770,10
astragalus_callithrix,shape,14,Wed Jan 28 17:25:10 2015,Leguminosae,BP001771,10
astragalus_castetteri,shape,14,Wed Jan 28 17:25:03 2015,Leguminosae,BP001778,10
astragalus_holmgreniorum,shape,14,Wed Jan 28 17:28:47 2015,Leguminosae,BP001863,10
astragalus_macrodon,shape,14,Wed Jan 28 17:24:55 2015,Leguminosae,BP001903,10
astragalus_sophoroides,shape,14,Wed Jan 28 17:35:40 2015,Leguminosae,BP002016,10
astragalus_uncialis,shape,14,Wed Jan 28 17:37:13 2015,Leguminosae,BP002049,10
astragalus_vaccarum,shape,14,Wed Jan 28 17:37:22 2015,Leguminosae,BP002051,10
astragalus_wittmannii,shape,14,Wed Jan 28 17:38:08 2015,Leguminosae,BP002062,10
astragalus_xiphoides,shape,14,Wed Jan 28 17:38:10 2015,Leguminosae,BP002065,10
baptisia_megacarpa,shape,14,Wed Jan 28 17:43:11 2015,Leguminosae,BP002289,10
caesalpinia_pauciflora,shape,14,Wed Jan 28 18:24:47 2015,Leguminosae,BP002929,10
calliandra_haematocephala,shape,14,Wed Jan 28 18:15:20 2015,Leguminosae,BP002985,10
leucaena_spontanea,shape,14,Wed Jan 28 22:26:43 2015,Leguminosae,BP011270,10
lupinus_lapidicola,shape,14,Wed Jan 28 22:51:17 2015,Leguminosae,BP011958,10
lupinus_lutescens,shape,14,Wed Jan 28 22:51:46 2015,Leguminosae,BP011967,10
pediomelum_pariense,shape,14,Thu Jan 29 00:13:27 2015,Leguminosae,BP014447,10
psoralea_cyphocalyx,shape,14,Thu Jan 29 04:45:39 2015,Leguminosae,BP014437,10
vigna_vexillata,shape,14,Thu Jan 29 03:43:34 2015,Leguminosae,BP020921,10
astragalus_aequalis,shape,15,Wed Jan 28 17:22:55 2015,Leguminosae,BP001721,10
astragalus_beathii,shape,15,Wed Jan 28 17:24:23 2015,Leguminosae,BP001756,10
astragalus_chuskanus,shape,15,Wed Jan 28 17:25:32 2015,Leguminosae,BP001785,10
astragalus_congdonii,shape,15,Thu Jan 29 04:54:17 2015,Leguminosae,BP001798,10
astragalus_osterhoutii,shape,15,Wed Jan 28 17:32:48 2015,Leguminosae,BP001948,10
astragalus_speirocarpus,shape,15,Wed Jan 28 17:35:52 2015,Leguminosae,BP002021,10
astragalus_yoder-williamsii,shape,15,Wed Jan 28 17:38:12 2015,Leguminosae,BP002066,10
bauhinia_lunarioides,shape,15,Wed Jan 28 17:42:20 2015,Leguminosae,BP002324,10
dalea_adenopoda,shape,15,Wed Jan 28 19:47:14 2015,Leguminosae,BP006052,10
galactia_texana,shape,15,Thu Jan 29 05:18:03 2015,Leguminosae,BP008727,10
lupinus_agardhianus,shape,15,Wed Jan 28 22:47:18 2015,Leguminosae,BP011887,10
lupinus_evermannii,shape,15,Wed Jan 28 22:50:13 2015,Leguminosae,BP011935,10
lupinus_spectabilis,shape,15,Wed Jan 28 22:48:15 2015,Leguminosae,BP012013,10
styphnolobium_japonicum,shape,15,Thu Jan 29 02:55:22 2015,Leguminosae,BP019532,10
trifolium_jokerstii,shape,15,Thu Jan 29 03:18:05 2015,Leguminosae,BP020317,10
astragalus_eurylobus,shape,16,Wed Jan 28 17:27:46 2015,Leguminosae,BP001838,10
astragalus_reflexus,shape,16,Wed Jan 28 17:34:27 2015,Leguminosae,BP001987,10
canavalia_ensiformis,shape,16,Wed Jan 28 18:07:43 2015,Leguminosae,BP003233,10
desmodium_metcalfei,shape,16,Wed Jan 28 19:51:25 2015,Leguminosae,BP006338,10
nissolia_platycalyx,shape,16,Thu Jan 29 05:35:53 2015,Leguminosae,BP013526,10
tephrosia_mohrii,shape,16,Thu Jan 29 03:03:55 2015,Leguminosae,BP019797,10
trifolium_haydenii,shape,16,Thu Jan 29 03:17:35 2015,Leguminosae,BP020311,10
trifolium_leibergii,shape,16,Thu Jan 29 03:18:44 2015,Leguminosae,BP020322,10
trifolium_owyheense,shape,16,Thu Jan 29 03:20:33 2015,Leguminosae,BP020342,10
acacia_longifolia,shape,17,Wed Jan 28 16:35:38 2015,Leguminosae,BP000074,10
astragalus_harrisonii,shape,17,Wed Jan 28 17:28:39 2015,Leguminosae,BP001860,10
astragalus_nelsonianus,shape,17,Wed Jan 28 17:31:53 2015,Leguminosae,BP001929,10
astragalus_scaphoides,shape,17,Wed Jan 28 17:34:56 2015,Leguminosae,BP001999,10
astragalus_serpens,shape,17,Wed Jan 28 17:35:25 2015,Leguminosae,BP002006,10
astragalus_tiehmii,shape,17,Wed Jan 28 17:36:31 2015,Leguminosae,BP002036,10
astragalus_tyghensis,shape,17,Wed Jan 28 17:37:06 2015,Leguminosae,BP002047,10
bauhinia_purpurea,shape,17,Wed Jan 28 17:43:24 2015,Leguminosae,BP002326,10
dalea_laniceps,shape,17,Thu Jan 29 04:20:54 2015,Leguminosae,BP006087,10
hosackia_incana,shape,17,Thu Jan 29 05:29:58 2015,Leguminosae,BP009893,10
lespedeza_nuttallii,shape,17,Wed Jan 28 22:24:32 2015,Leguminosae,BP011251,10
lupinus_cusickii,shape,17,Wed Jan 28 22:49:42 2015,Leguminosae,BP011927,10
lupinus_magnificus,shape,17,Thu Jan 29 05:31:05 2015,Leguminosae,BP011971,10
lupinus_ruber,shape,17,Wed Jan 28 22:51:25 2015,Leguminosae,BP012004,10
rupertia_hallii,shape,17,Thu Jan 29 01:52:48 2015,Leguminosae,BP017628,10
senna_artemisioides,shape,17,Thu Jan 29 02:19:30 2015,Leguminosae,BP018497,10
tephrosia_angustissima,shape,17,Thu Jan 29 03:04:54 2015,Leguminosae,BP019789,10
thermopsis_californica,shape,17,Thu Jan 29 03:08:08 2015,Leguminosae,BP019957,10
trifolium_angustifolium,shape,17,Thu Jan 29 03:13:50 2015,Leguminosae,BP020276,10
vicia_hassei,shape,17,Thu Jan 29 03:39:31 2015,Leguminosae,BP020893,10
albizia_saman,shape,18,Thu Jan 29 04:47:03 2015,Leguminosae,BP017926,10
astragalus_aridus,shape,18,Wed Jan 28 17:24:03 2015,Leguminosae,BP001743,10
astragalus_inversus,shape,18,Wed Jan 28 17:29:39 2015,Leguminosae,BP001873,10
astragalus_lentiformis,shape,18,Wed Jan 28 17:30:25 2015,Leguminosae,BP001890,10
cassia_javanica,shape,18,Wed Jan 28 18:18:05 2015,Leguminosae,BP003871,10
dalea_exserta,shape,18,Wed Jan 28 19:45:13 2015,Leguminosae,BP006071,10
lupinus_sericatus,shape,18,Wed Jan 28 22:53:17 2015,Leguminosae,BP012008,10
pediomelum_pentaphyllum,shape,18,Thu Jan 29 00:15:00 2015,Leguminosae,BP014448,10
stylosanthes_guianensis,shape,18,Thu Jan 29 02:49:11 2015,Leguminosae,BP019526,10
tephrosia_purpurea,shape,18,Thu Jan 29 03:04:20 2015,Leguminosae,BP019800,10
trifolium_nigrescens,shape,18,Thu Jan 29 03:20:09 2015,Leguminosae,BP020336,10
astragalus_arrectus,shape,19,Wed Jan 28 17:23:55 2015,Leguminosae,BP001745,10
astragalus_arthurii,shape,19,Wed Jan 28 17:23:58 2015,Leguminosae,BP001746,10
astragalus_austiniae,shape,19,Wed Jan 28 17:24:14 2015,Leguminosae,BP001752,10
astragalus_chamaemeniscus,shape,19,Wed Jan 28 17:25:33 2015,Leguminosae,BP001782,10
astragalus_gypsodes,shape,19,Thu Jan 29 04:54:32 2015,Leguminosae,BP001856,10
astragalus_micromerius,shape,19,Wed Jan 28 17:31:21 2015,Leguminosae,BP001911,10
astragalus_shultziorum,shape,19,Wed Jan 28 17:35:29 2015,Leguminosae,BP002011,10
astragalus_tidestromii,shape,19,Wed Jan 28 17:36:35 2015,Leguminosae,BP002035,10
astragalus_webberi,shape,19,Wed Jan 28 17:37:53 2015,Leguminosae,BP002057,10
lupinus_tracyi,shape,19,Wed Jan 28 22:54:14 2015,Leguminosae,BP012023,10
trifolium_bejariense,shape,19,Thu Jan 29 03:14:22 2015,Leguminosae,BP020283,10
astragalus_crotalariae,shape,20,Wed Jan 28 17:26:12 2015,Leguminosae,BP001807,10
astragalus_diversifolius,shape,20,Wed Jan 28 17:27:04 2015,Leguminosae,BP001823,10
astragalus_falcatus,shape,20,Wed Jan 28 17:27:42 2015,Leguminosae,BP001839,10
astragalus_hoodianus,shape,20,Wed Jan 28 17:29:06 2015,Leguminosae,BP001864,10
astragalus_oniciformis,shape,20,Wed Jan 28 17:32:28 2015,Leguminosae,BP001943,10
astragalus_pycnostachyus,shape,20,Wed Jan 28 17:34:10 2015,Leguminosae,BP001981,10
astragalus_reventiformis,shape,20,Wed Jan 28 17:34:34 2015,Leguminosae,BP001989,10
astragalus_rusbyi,shape,20,Wed Jan 28 17:34:43 2015,Leguminosae,BP001994,10
astragalus_sabulosus,shape,20,Wed Jan 28 17:34:51 2015,Leguminosae,BP001996,10
astragalus_tegetarioides,shape,20,Wed Jan 28 17:36:11 2015,Leguminosae,BP002027,10
astragalus_wrightii,shape,20,Wed Jan 28 17:38:08 2015,Leguminosae,BP002064,10
dalea_albida,shape,20,Thu Jan 29 05:07:56 2015,Leguminosae,BP006053,10
desmodium_scopulorum,shape,20,Wed Jan 28 19:52:50 2015,Leguminosae,BP006352,10
lupinus_alpestris,shape,20,Wed Jan 28 22:47:10 2015,Leguminosae,BP012032,10
lupinus_covillei,shape,20,Wed Jan 28 22:49:34 2015,Leguminosae,BP011922,10
lupinus_horizontalis,shape,20,Wed Jan 28 22:49:09 2015,Leguminosae,BP011951,10
lupinus_lemmonii,shape,20,Wed Jan 28 22:48:34 2015,Leguminosae,BP011960,10
lupinus_westianus,shape,20,Wed Jan 28 22:50:06 2015,Leguminosae,BP012030,10
sesbania_emerus,shape,20,Thu Jan 29 02:20:56 2015,Leguminosae,BP018542,10
astragalus_altus,shape,21,Wed Jan 28 17:23:28 2015,Leguminosae,BP001728,10
astragalus_anserinus,shape,21,Thu Jan 29 04:53:58 2015,Leguminosae,BP001737,10
astragalus_brazoensis,shape,21,Thu Jan 29 04:54:05 2015,Leguminosae,BP001768,10
astragalus_giganteus,shape,21,Wed Jan 28 17:28:19 2015,Leguminosae,BP001849,10
astragalus_grayi,shape,21,Wed Jan 28 17:28:31 2015,Leguminosae,BP001855,10
astragalus_hartwegii,shape,21,Wed Jan 28 17:28:46 2015,Leguminosae,BP001861,10
astragalus_rafaelensis,shape,21,Wed Jan 28 17:34:26 2015,Leguminosae,BP001983,10
astragalus_waterfallii,shape,21,Wed Jan 28 17:37:50 2015,Leguminosae,BP002056,10
dalea_urceolata,shape,21,Wed Jan 28 19:47:29 2015,Leguminosae,BP006115,10
lupinus_duranii,shape,21,Wed Jan 28 22:50:05 2015,Leguminosae,BP011932,10
lupinus_huachucanus,shape,21,Wed Jan 28 22:51:02 2015,Leguminosae,BP011952,10
marina_orcuttii,shape,21,Thu Jan 29 04:20:55 2015,Leguminosae,BP012393,10
psoralea_latestipulata,shape,21,Thu Jan 29 04:45:46 2015,Leguminosae,BP014442,10
sophora_leachiana,shape,21,Thu Jan 29 04:47:20 2015,Leguminosae,BP019048,10
astragalus_humillimus,shape,22,Thu Jan 29 04:54:36 2015,Leguminosae,BP001867,10
astragalus_iselyi,shape,22,Wed Jan 28 17:29:40 2015,Leguminosae,BP001877,10
desmodium_humifusum,shape,22,Wed Jan 28 19:50:11 2015,Leguminosae,BP006361,10
lablab_purpureus,shape,22,Wed Jan 28 22:12:12 2015,Leguminosae,BP010874,10
lupinus_malacophyllus,shape,22,Wed Jan 28 22:52:01 2015,Leguminosae,BP011972,10
senna_tora,shape,22,Thu Jan 29 02:25:49 2015,Leguminosae,BP018527,10
trifolium_brandegeei,shape,22,Thu Jan 29 03:14:32 2015,Leguminosae,BP020286,10
acacia_dealbata,shape,23,Wed Jan 28 16:34:35 2015,Leguminosae,BP000069,10
astragalus_clevelandii,shape,23,Thu Jan 29 04:54:13 2015,Leguminosae,BP001790,10
astragalus_debequaeus,shape,23,Wed Jan 28 17:26:46 2015,Leguminosae,BP001814,10
astragalus_molybdenus,shape,23,Wed Jan 28 17:31:45 2015,Leguminosae,BP001885,10
astragalus_monoensis,shape,23,Thu Jan 29 04:13:22 2015,Leguminosae,BP001922,10
astragalus_oreganus,shape,23,Wed Jan 28 17:32:46 2015,Leguminosae,BP001947,10
chamaecrista_calycioides,shape,23,Wed Jan 28 18:48:30 2015,Leguminosae,BP004278,10
lupinus_depressus,shape,23,Wed Jan 28 22:49:58 2015,Leguminosae,BP011930,10
psoralea_castorea,shape,23,Thu Jan 29 04:45:37 2015,Leguminosae,BP014435,10
senna_durangensis,shape,23,Thu Jan 29 02:20:55 2015,Leguminosae,BP018504,10
stylosanthes_hamata,shape,23,Thu Jan 29 02:50:52 2015,Leguminosae,BP019527,10
stylosanthes_humilis,shape,23,Thu Jan 29 02:50:49 2015,Leguminosae,BP019528,10
vicia_lutea,shape,23,Thu Jan 29 03:40:37 2015,Leguminosae,BP020898,10
astragalus_wetherillii,shape,24,Wed Jan 28 17:38:00 2015,Leguminosae,BP002059,10
dalbergia_ecastaphyllum,shape,24,Wed Jan 28 19:44:25 2015,Leguminosae,BP006050,10
dalea_brachystachya,shape,24,Wed Jan 28 19:44:25 2015,Leguminosae,BP006060,10
desmodium_tweedyi,shape,24,Wed Jan 28 19:53:34 2015,Leguminosae,BP006359,10
indigofera_lindheimeriana,shape,24,Wed Jan 28 21:48:20 2015,Leguminosae,BP010233,10
lupinus_elatus,shape,24,Wed Jan 28 22:50:10 2015,Leguminosae,BP011933,10
lupinus_holosericeus,shape,24,Wed Jan 28 22:50:59 2015,Leguminosae,BP011950,10
senna_mexicana,shape,24,Thu Jan 29 02:22:51 2015,Leguminosae,BP018512,10
astragalus_adanus,shape,25,Wed Jan 28 17:22:40 2015,Leguminosae,BP001720,10
astragalus_cronquistii,shape,25,Wed Jan 28 17:26:22 2015,Leguminosae,BP001806,10
astragalus_gibbsii,shape,25,Wed Jan 28 17:28:16 2015,Leguminosae,BP001848,10
astragalus_lemmonii,shape,25,Thu Jan 29 04:54:43 2015,Leguminosae,BP001889,10
astragalus_leptaleus,shape,25,Wed Jan 28 17:30:39 2015,Leguminosae,BP001892,10
